year month d0 d10 d40 d60 d70 d80 d90 dtot
1979 1 0 0 1 0 1 1 4 7
1979 2 0 1 0 0 0 0 1 2
1979 3 0 0 1 0 0 1 1 3
1979 4 0 0 0 0 1 1 1 3
1979 5 0 0 0 0 0 0 1 1
1979 6 0 0 0 0 0 0 0 0
1979 7 0 0 0 0 0 0 0 0
1979 8 0 0 0 0 0 0 1 1
1979 9 0 0 0 0 0 0 0 0
1979 10 0 0 0 0 1 1 0 2
1979 11 1 0 0 0 0 1 1 3
1979 12 0 0 0 0 1 1 4 6
1980 1 0 0 0 2 4 6 15 27
1980 2 0 0 4 1 7 17 30 59
1980 3 0 2 1 0 8 10 27 48
1980 4 0 0 0 1 0 0 3 4
1980 5 0 0 0 0 0 1 1 2
1980 6 0 0 0 0 0 0 0 0
1980 7 0 0 0 0 0 0 0 0
1980 8 0 0 0 0 0 0 0 0
1980 9 0 0 0 0 1 0 0 1
1980 10 0 0 0 1 0 2 2 5
1980 11 0 0 0 0 0 1 2 3
1980 12 0 0 0 0 4 4 11 19
1981 1 1 0 5 5 24 46 78 159
1981 2 0 0 1 3 6 13 33 56
1981 3 0 1 1 1 1 3 4 11
1981 4 0 0 0 0 1 1 1 3
1981 5 0 0 0 0 0 1 0 1
1981 6 0 0 0 0 0 0 1 1
1981 7 0 0 1 0 0 1 2 4
1981 8 0 0 0 0 0 0 0 0
1981 9 0 0 0 0 0 1 0 1
1981 10 0 0 1 0 0 0 1 2
1981 11 0 0 2 0 0 0 2 4
1981 12 0 0 0 2 1 0 2 5
1982 1 0 0 0 0 0 1 5 6
1982 2 0 0 0 0 0 2 1 3
1982 3 0 0 0 0 0 1 1 2
1982 4 0 0 0 0 0 0 0 0
1982 5 0 0 0 0 2 1 2 5
1982 6 0 0 0 0 0 0 0 0
1982 7 0 0 0 0 0 0 0 0
1982 8 0 0 0 0 0 0 1 1
1982 9 0 1 0 0 0 0 0 1
1982 10 0 0 0 2 0 1 1 4
1982 11 0 0 0 0 0 2 1 3
1982 12 0 0 0 0 1 1 2 4
1983 1 0 0 0 0 2 4 2 8
1983 2 0 0 0 1 1 6 13 21
1983 3 0 1 1 1 3 8 11 25
1983 4 0 0 0 0 0 2 2 4
1983 5 0 0 0 0 2 0 2 4
1983 6 0 0 0 0 0 0 1 1
1983 7 0 0 0 0 0 0 1 1
1983 8 0 0 0 0 0 1 1 2
1983 9 0 0 0 0 0 0 1 1
1983 10 0 0 0 0 0 0 1 1
1983 11 0 0 0 0 1 0 2 3
1983 12 0 0 0 0 0 0 1 1
1984 1 0 0 0 0 2 0 3 5
1984 2 0 0 1 1 1 7 5 15
1984 3 0 0 1 1 0 5 15 22
1984 4 0 0 0 1 0 5 2 8
1984 5 0 0 0 0 0 1 0 1
1984 6 0 0 0 0 0 0 0 0
1984 7 0 0 0 0 0 0 1 1
1984 8 0 0 1 0 0 1 0 2
1984 9 0 0 0 0 0 0 1 1
1984 10 0 1 1 0 0 0 2 4
1984 11 0 0 0 0 1 0 1 2
1984 12 0 0 1 0 0 3 3 7
1985 1 0 0 0 3 2 10 26 41
1985 2 0 1 0 3 4 20 18 46
1985 3 0 0 0 0 0 3 4 7
1985 4 0 0 0 0 0 1 0 1
1985 5 0 0 0 0 0 1 0 1
1985 6 0 0 0 0 0 2 1 3
1985 7 0 0 0 0 0 0 0 0
1985 8 1 0 0 0 0 0 0 1
1985 9 0 0 0 0 0 0 0 0
1985 10 0 0 0 0 0 0 0 0
1985 11 0 0 0 0 0 0 2 2
1985 12 0 0 0 0 0 2 1 3
1986 1 1 1 3 2 0 4 12 23
1986 2 0 0 4 3 4 25 21 57
1986 3 0 0 0 1 4 11 12 28
1986 4 0 0 0 0 0 0 2 2
1986 5 0 0 1 0 0 0 0 1
1986 6 0 0 0 0 0 0 1 1
1986 7 0 0 0 0 0 0 0 0
1986 8 0 0 0 0 0 1 0 1
1986 9 0 0 0 0 0 0 0 0
1986 10 0 0 0 0 0 1 1 2
1986 11 0 0 0 0 0 1 2 3
1986 12 0 0 1 0 3 2 6 12
1987 1 0 0 1 1 0 1 8 11
1987 2 0 0 1 1 2 3 2 9
1987 3 0 0 1 0 0 0 1 2
1987 4 0 0 0 0 0 0 0 0
1987 5 0 0 0 0 0 0 1 1
1987 6 0 0 0 0 0 0 1 1
1987 7 0 0 0 0 0 0 0 0
1987 8 0 0 0 0 0 0 0 0
1987 9 0 0 0 0 0 0 1 1
1987 10 0 0 0 0 0 0 0 0
1987 11 0 0 1 0 0 0 2 3
1987 12 0 0 0 1 0 1 2 4
1988 1 0 0 0 0 0 4 2 6
1988 2 0 0 2 1 3 5 17 28
1988 3 0 0 0 0 7 5 12 24
1988 4 0 0 0 0 0 3 1 4
1988 5 0 0 0 0 0 1 0 1
1988 6 0 0 1 0 0 0 2 3
1988 7 0 0 0 0 1 0 0 1
1988 8 0 0 0 0 0 0 0 0
1988 9 0 0 0 0 0 0 1 1
1988 10 0 0 0 0 1 0 1 2
1988 11 0 0 0 0 0 1 1 2
1988 12 0 0 0 0 1 1 1 3
1989 1 0 0 2 0 2 1 7 12
1989 2 0 0 2 0 6 6 20 34
1989 3 1 0 2 3 1 6 5 18
1989 4 0 0 0 0 0 0 1 1
1989 5 0 0 0 0 0 0 0 0
1989 6 0 0 0 0 0 0 0 0
1989 7 0 0 0 0 0 1 0 1
1989 8 0 0 0 0 0 0 0 0
1989 9 0 0 0 0 0 0 0 0
1989 10 0 0 0 0 0 1 1 2
1989 11 0 0 0 0 0 2 2 4
1989 12 0 0 1 2 1 4 7 15
1990 1 0 1 1 3 5 22 38 70
1990 2 0 0 0 1 3 9 14 27
1990 3 0 0 0 0 0 2 9 11
1990 4 0 0 0 0 0 1 1 2
1990 5 0 0 0 0 0 0 0 0
1990 6 0 0 0 0 0 1 0 1
1990 7 0 0 0 0 0 0 0 0
1990 8 0 1 0 0 0 0 0 1
1990 9 0 0 1 0 0 0 0 1
1990 10 0 0 0 0 0 1 1 2
1990 11 0 0 0 0 0 0 2 2
1990 12 1 0 0 0 0 0 3 4
1991 1 0 0 0 0 1 2 0 3
1991 2 0 0 0 1 0 3 4 8
1991 3 0 0 2 0 0 2 1 5
1991 4 0 0 1 0 0 1 1 3
1991 5 0 0 0 0 1 0 0 1
